3	335146
5	334378
7	344068
9	343670
11	350645
13	352960
15	351172
17	361039
19	361830
21	359857
23	369388
25	368903
27	370522
29	381607
31	385370
33	386867
35	381197
37	394939
39	394521
41	386348
43	404478
45	402224
47	413916
49	416739
51	426528
